pl_name,hostname,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
K2-324 b,K2-324,1,1,0,3.26200000,0.033100,2.430,0.217,6.48000,0.02040,M-R relationship,2.480000,,,707,88.330,2457909.146000,0,0.4200,0.199000,,,,,,,,,,,3752.00,0.51,0.52,,,-1.333,4.74,,5.31375,,,
K2-325 b,K2-325,1,1,0,6.93000000,0.041900,2.200,0.196,5.48000,0.01720,M-R relationship,2.830000,,,423,89.370,2457743.818000,0,0.3400,0.672000,,,,,,,,,,,3287.00,0.30,0.27,,,-2.048,4.84,,14.63907,,,
K2-326 b,K2-326,1,1,0,1.25600000,0.019800,2.280,0.203,5.82000,0.01830,M-R relationship,2.700000,,,1114,85.630,2457739.045000,0,0.4800,0.092100,,,,,,,,,,,3924.00,0.69,0.51,,,-0.978,4.46,,2.80726,,,
K2-329 b,K2-329,1,1,0,12.45512250,0.101600,8.676,0.774,82.63580,0.26000,Mass,0.694000,0.069700,45.70,650,89.220,2457773.157267,0,0.3640,,3.6210000,26.620000,0.09679,,,161.0000,24.600,,,,5282.00,0.82,0.90,0.098,[Fe/H],-0.325,4.57,1.800,2.30000,1.9000,,-19.25
K2-33 b,K2-33,1,1,0,5.42486500,0.040900,5.040,0.450,1175.97100,3.70000,Mass,,0.000000,,850,89.100,2456898.692880,0,0.1600,0.301800,4.0800000,10.400000,0.04320,,,0.0000,,,,M3.3,3540.00,1.05,0.56,,,-0.824,4.06,0.009,0.72000,8.2000,6.29,-6.70
K2-34 b,K2-34,1,1,0,2.99563300,0.042600,13.960,1.245,539.67534,1.69800,Mass,0.940000,0.000000,,1559,82.230,2457144.346830,0,0.8100,0.749300,2.4768000,6.840000,0.08860,,,,207.300,-1.00,,F,6071.00,1.44,1.15,0.030,[Fe/H],0.400,4.18,2.880,0.67500,6.3100,,46.31
K2-35 b,K2-35,1,2,0,2.39996400,0.031000,1.320,0.118,2.30000,0.00724,M-R relationship,5.500000,0.130000,211.00,979,88.980,2456810.584000,0,0.5600,0.040400,1.9920000,10.530000,0.01949,,,-74.5500,,,,K4 V,4402.71,0.62,0.70,0.040,[Fe/H],-0.719,4.70,,2.02725,3.0000,,
K2-35 c,K2-35,1,2,0,5.60835200,0.055000,1.930,0.172,4.38000,0.01380,M-R relationship,3.350000,0.120000,68.00,766,88.580,2456812.119000,0,0.6600,0.093800,1.7976000,19.100000,0.02849,,,41.1600,,,,K4 V,4402.71,0.62,0.70,0.040,[Fe/H],-0.719,4.70,,2.02725,3.0000,,
K2-36 b,K2-36,1,2,0,1.42261400,0.022300,1.430,0.128,3.90000,0.01227,Mass,7.200000,0.000000,529.00,1224,84.450,2456810.891600,0,0.6600,0.034500,1.2376800,6.630000,0.01828,,,,2.600,,,K2 V,4916.00,0.72,0.79,-0.090,[Fe/H],-0.570,4.62,1.400,2.99000,2.0000,16.90,13.25
K2-36 c,K2-36,1,2,0,5.34088800,0.054000,3.200,0.285,7.80000,0.02454,Mass,1.300000,0.000000,90.00,788,86.917,2456812.840010,0,0.8900,0.163000,1.3536000,16.010000,0.04119,,,,3.400,,,K2 V,4916.00,0.72,0.79,-0.090,[Fe/H],-0.570,4.62,1.400,2.99000,2.0000,16.90,13.25
K2-37 b,K2-37,1,3,0,4.44117000,0.051100,1.610,0.144,3.22000,0.01010,M-R relationship,4.240000,,213.30,974,87.280,2456893.701300,0,0.5500,0.035800,2.7060000,11.400000,0.01728,,,,,,,G3 V,5413.00,0.85,0.90,-0.030,[Fe/H],-0.469,4.52,,1.80561,2.0000,,-0.63
K2-37 c,K2-37,1,3,0,6.42904000,0.065400,2.750,0.245,8.00000,0.02520,M-R relationship,2.110000,,130.30,861,87.370,2456898.860300,0,0.6200,0.102700,3.1270000,13.500000,0.02955,,,,,,,G3 V,5413.00,0.85,0.90,-0.030,[Fe/H],-0.408,4.52,,1.80561,2.0000,,-0.63
K2-37 d,K2-37,1,3,0,14.09189000,0.110300,2.730,0.244,7.90000,0.02490,M-R relationship,2.130000,,45.70,663,88.340,2456907.231500,0,0.7600,0.089300,2.9670000,26.200000,0.02950,,,,,,,G3 V,5413.00,0.85,0.90,-0.030,[Fe/H],-0.469,4.52,,1.80561,2.0000,,-0.63
K2-38 b,K2-38,1,2,0,4.01593000,0.050730,1.906,0.170,19.06980,0.06000,Mass,17.500000,,465.90,1184,87.280,2456896.869300,0,0.4800,0.016000,2.7408000,10.100000,0.01281,,,,4.600,,,G2 V,5757.00,1.38,2.24,0.280,[Fe/H],0.000,4.35,,1.21000,2.0000,,-35.33
K2-38 c,K2-38,1,2,0,10.56103000,0.096400,2.420,0.216,9.90000,0.03115,Mass,3.600000,,128.30,858,88.610,2456900.475200,0,0.6400,0.048400,2.5330000,26.200000,0.02004,,,,2.800,,,G2 V,5757.00,1.10,1.07,0.280,[Fe/H],0.000,4.35,,0.90362,2.0000,,-35.33
K2-39 b,K2-39,1,1,0,4.60543000,0.057080,6.277,0.560,28.60470,0.09000,Mass,0.500000,0.000000,1356.00,1670,80.390,2456980.823600,0,0.5700,0.037000,8.1840000,3.410000,0.01925,,,,14.400,,,,4881.00,2.97,0.66,0.320,[Fe/H],0.674,3.44,3.090,0.04000,2.0100,,24.35
K2-4 b,K2-4,1,1,0,10.00341700,0.078000,2.100,0.187,5.06000,0.01590,M-R relationship,3.000000,0.080000,15.60,563,89.540,2456815.524000,0,0.4100,0.148200,2.9232000,27.680000,0.03375,,,-41.4400,,,,,4014.73,0.57,0.64,-0.120,[Fe/H],-0.915,4.85,,2.81523,,,
K2-42 b,K2-42,1,1,0,6.68796000,0.061700,2.150,0.192,5.27000,0.01660,M-R relationship,2.910000,,44.10,,,2456814.676300,0,0.0000,0.104200,3.0400000,14.000000,0.03040,,,,,,,,4613.00,0.64,0.70,,,-0.703,4.66,,2.58259,,,
K2-43 b,K2-43,1,2,0,3.47114900,0.037840,4.510,0.402,18.50000,0.05830,M-R relationship,1.110000,0.070000,49.00,939,89.600,2456809.884300,0,0.1100,0.665000,2.0448000,8.000000,0.04298,,,-25.1100,,,,,3840.60,0.54,0.57,,,-1.273,4.68,,4.39884,,,
K2-43 c,K2-43,1,2,0,2.19888400,,2.420,0.216,6.44000,0.02030,M-R relationship,2.500000,,,1094,89.260,2456810.405900,0,0.1400,0.163000,1.4400000,5.900000,0.02319,,,,,,,,3840.60,0.54,0.57,,,-1.212,4.68,,4.39884,,,
K2-44 b,K2-44,1,1,0,5.65700000,0.060000,2.433,0.217,6.50000,0.02040,M-R relationship,2.480000,,646.00,1211,87.993,2456811.709400,0,0.2900,0.033420,4.2960000,9.377576,0.01410,,,,,,,,5912.00,1.58,1.15,0.000,[Fe/H],0.430,4.10,,0.32177,,,47.46
K2-45 b,K2-45,1,1,0,1.72926840,0.022400,6.710,0.599,36.40000,0.11400,M-R relationship,0.662000,0.100000,100.00,,87.750,2456809.526040,0,0.3500,2.406000,1.6890000,7.670000,0.13760,,,59.6100,,,,,4103.00,0.45,0.50,,,-0.712,4.82,,2.12887,,,
K2-46 b,K2-46,1,1,0,19.15410000,0.138210,2.050,0.183,4.86000,0.01530,M-R relationship,3.100000,,119.00,889,88.649,2456815.335300,0,0.1300,0.033300,6.7300000,18.822359,0.01450,,,,,,,,6256.00,1.29,0.96,-0.320,[Fe/H],0.413,4.20,,0.60110,,,
K2-47 b,K2-47,1,1,0,31.63720000,0.177900,1.890,0.169,4.23000,0.01330,M-R relationship,3.440000,,10.70,,,2456825.703000,0,0.1200,0.099900,4.0000000,46.800000,0.02290,,,,,,,,5054.00,0.76,0.75,-0.224,[M/H],-0.482,4.54,,2.04062,,,
K2-48 b,K2-48,1,1,0,20.50650000,0.134400,2.240,0.200,5.65000,0.01780,M-R relationship,2.760000,,15.30,,,2456817.485900,0,0.7000,0.110400,3.0100000,42.000000,0.02800,,,,,,,,4899.00,0.73,0.77,-0.190,[M/H],-0.657,4.60,,2.69260,,,
K2-49 b,K2-49,1,1,0,2.77065000,0.030900,1.930,0.172,4.38000,0.01380,M-R relationship,3.350000,,59.00,,,2456810.020300,0,0.6200,0.209000,2.3070000,8.530000,0.03830,,,,,,,,4175.00,0.45,0.51,,,-0.774,4.81,,2.53526,,,
K2-5 b,K2-5,1,2,0,5.73594000,0.053200,1.910,0.170,4.31000,0.01360,M-R relationship,3.400000,,24.10,565,87.350,2456808.860000,0,0.6500,0.149600,2.6540000,14.000000,0.03031,,,,,,,K7.5 V,3930.00,0.57,0.61,-0.330,[Fe/H],-1.083,4.71,,4.40480,,,
K2-5 c,K2-5,1,2,0,10.93241000,0.081800,2.260,0.202,5.73000,0.01800,M-R relationship,2.730000,,10.20,456,86.950,2456814.601000,0,0.8300,0.137800,3.4980000,15.600000,0.03601,,,,,,,K7.5 V,3930.00,0.57,0.61,-0.330,[Fe/H],-1.083,4.71,,4.40480,,,
K2-50 b,K2-50,1,2,0,8.75290000,0.070500,1.590,0.142,3.15000,0.00993,M-R relationship,4.310000,,18.80,,,2456810.331100,0,0.5400,0.133700,2.6800000,20.600000,0.02640,,,,,,,,4326.00,0.55,0.61,-0.113,[M/H],-0.874,4.74,,2.55179,,,
K2-52 b,K2-52,1,1,0,3.53505500,0.054000,18.000,1.606,45700.00000,144.00000,M-R relationship,43.100000,,1124.00,2004,86.460,2456896.026180,0,0.3200,0.631400,5.3280000,5.200000,0.07500,,,,,,,,7147.00,2.19,1.69,0.055,[Fe/H],0.027,3.98,,0.22000,,,
K2-53 b,K2-53,1,1,0,12.20772000,0.098000,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,,52.50,665,89.320,2456896.385820,0,0.3100,0.100100,3.4800000,26.300000,0.03000,,,,,,,,5263.00,0.81,0.85,-0.037,[Fe/H],-0.579,4.55,,2.29000,,,43.34
K2-54 b,K2-54,1,1,0,9.78430000,0.067100,1.150,0.103,1.60000,0.00505,M-R relationship,5.780000,,6.10,,,2456982.936000,0,,,2.7600000,,0.02720,,,,,,,,3798.00,0.38,0.42,,,-1.011,4.89,,3.36086,,,
K2-55 b,K2-55,1,1,0,2.84925800,0.034860,3.820,0.341,14.00000,0.04400,M-R relationship,1.380000,0.070000,115.00,,88.210,2456983.422980,0,0.1400,0.395400,2.0060000,10.460000,0.05520,,,23.9400,,,,,4456.00,0.63,0.70,,,-0.784,4.67,,2.35056,,,3.95
K2-57 b,K2-57,1,1,0,9.00630000,0.074600,2.100,0.187,5.06000,0.01590,M-R relationship,3.000000,,24.10,,,2456984.336000,0,0.3100,0.125400,2.2900000,25.700000,0.03080,,,,,,,,4434.00,0.62,0.68,,,-0.830,4.68,,2.98676,,,
K2-58 b,K2-58,1,3,0,7.05254000,0.069200,2.680,0.239,7.65000,0.02410,M-R relationship,2.180000,,118.00,,88.855,2456986.976300,0,0.5300,0.103000,1.8990000,23.900000,0.02800,,,,,,,,5413.00,0.86,0.89,0.110,[Fe/H],-0.398,4.52,,2.00934,,,6.49
K2-58 c,K2-58,1,3,0,2.53726000,0.035000,1.620,0.145,3.26000,0.01020,M-R relationship,4.210000,,462.00,,86.100,2456982.120000,0,0.2600,0.037500,1.9960000,7.914045,0.01690,,,,,,,,5413.00,0.86,0.89,0.110,[Fe/H],-0.412,4.52,,2.00934,,,6.49
K2-58 d,K2-58,1,3,0,22.88270000,0.151700,1.710,0.153,3.57000,0.01120,M-R relationship,3.920000,,24.60,,89.431,2456998.070300,0,0.6300,0.042500,3.2000000,48.667611,0.01800,,,,,,,,5413.00,0.86,0.89,0.110,[Fe/H],-0.412,4.52,,2.00934,,,6.49
K2-59 b,K2-59,1,2,0,20.69210000,0.135400,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,,17.10,,,2456987.060300,0,0.6800,0.098600,2.7600000,63.000000,0.02990,,,,,,,,5055.00,0.73,0.77,,,-0.660,4.59,,4.00081,,,
K2-59 c,K2-59,1,2,0,11.29540000,0.090500,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,,38.30,,,2456986.709500,0,0.8900,0.094000,1.7500000,44.000000,0.02860,,,,,,,,5055.00,0.73,0.77,,,-0.660,4.59,,4.00081,,,
K2-6 b,K2-6,1,1,0,30.94191000,0.189800,2.500,0.223,6.80000,0.02140,M-R relationship,2.390000,,28.60,615,89.420,2456827.501400,0,0.1100,0.068000,5.2800000,50.270000,0.02456,,,,,,,,5850.00,0.96,0.97,-0.140,[Fe/H],-0.120,4.40,,1.84715,,,7.69
K2-60 b,K2-60,1,1,0,3.00265000,0.045000,7.656,0.683,135.39558,0.42600,Mass,1.700000,0.000000,1212.00,1400,88.490,2456928.059300,0,0.2100,0.477400,3.0800000,7.780000,0.06300,,,,61.000,,,G4 V,5500.00,1.12,0.97,0.010,[Fe/H],0.282,4.07,10.000,0.99000,2.2000,,-45.48
K2-61 b,K2-61,1,1,0,2.57302000,0.039200,2.480,0.221,6.71000,0.02110,M-R relationship,2.420000,,1686.00,,85.996,2456983.219600,0,0.3000,0.036400,2.3300000,6.240000,0.01660,,,,,,,,6293.00,1.36,1.21,0.170,[Fe/H],-0.015,4.25,,1.43264,,,-8.15
K2-62 b,K2-62,1,2,0,6.67202000,0.063600,2.140,0.191,5.22000,0.01640,M-R relationship,2.930000,,66.00,,89.100,2456982.684300,0,0.3500,0.078800,1.4100000,29.874248,0.02710,,,,,,,,4880.00,0.73,0.77,-0.290,[Fe/H],-0.727,4.60,,3.00696,,,4.93
K2-62 c,K2-62,1,2,0,16.19660000,0.114800,2.140,0.191,5.22000,0.01640,M-R relationship,2.930000,,20.50,,89.605,2456991.544200,0,0.2200,0.082800,1.2900000,76.726395,0.02690,,,,,,,,4880.00,0.73,0.77,-0.290,[Fe/H],-0.781,4.60,,3.00696,,,4.93
K2-63 b,K2-63,1,2,0,20.25700000,0.162700,3.220,0.287,10.50000,0.03290,M-R relationship,1.730000,,188.00,,,2456989.592900,0,0.2400,0.048100,5.4900000,26.600000,0.01800,,,,,,,,6771.00,1.63,1.40,,,0.219,4.15,,0.71318,,,-10.84
K2-63 c,K2-63,1,2,0,25.45560000,0.189000,3.900,0.348,14.50000,0.04550,M-R relationship,1.340000,,139.00,,,2456983.645400,0,0.3500,0.079000,4.2400000,36.500000,0.02190,,,,,,,,6771.00,1.63,1.40,,,0.219,4.15,,0.71318,,,-10.84
K2-64 b,K2-64,1,1,0,6.53044000,0.061900,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,,98.00,,,2456986.191800,0,0.3400,0.095000,3.0600000,13.900000,0.02590,,,,,,,,5312.00,0.73,0.74,,,-0.234,4.58,,1.97545,,,
K2-65 b,K2-65,1,1,0,12.64750000,0.101400,1.580,0.141,3.12000,0.00982,M-R relationship,4.350000,,45.00,,89.148,2456986.330300,0,0.6100,0.039100,3.4300000,28.897357,0.01730,,,,,,,,5213.00,0.84,0.87,-0.340,[Fe/H],-0.328,4.53,,,,,
K2-66 b,K2-66,1,1,0,5.06963000,0.059830,2.490,0.222,21.30000,0.06702,Mass,7.800000,0.000000,840.00,1372,86.600,2456984.009000,0,0.4700,0.028800,4.7100000,7.874000,0.01353,,,,7.400,,,,5887.00,1.67,1.11,-0.047,[Fe/H],0.506,4.03,,0.29907,3.7000,,46.24
K2-68 b,K2-68,1,1,0,8.05428000,0.070800,1.580,0.141,3.12000,0.00982,M-R relationship,4.350000,,41.00,,88.715,2456982.328100,0,0.0900,0.066800,2.7200000,19.902276,0.02110,,,,,,,,4746.00,0.68,0.73,-0.210,[Fe/H],-0.673,4.63,,3.28491,,,18.73
K2-69 b,K2-69,1,1,0,7.06599000,0.059100,2.320,0.207,5.99000,0.01890,M-R relationship,2.640000,,17.90,,,2456982.782500,0,0.5700,0.221000,1.6200000,27.600000,0.04280,,,,,,,,4127.00,0.49,0.55,,,-1.356,4.79,,5.05142,,,
K2-7 b,K2-7,1,1,0,28.67992000,0.181400,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,,125.00,651,,2456824.615500,0,,0.053000,7.8720000,40.290000,0.01770,,,,,,,,5772.00,0.96,0.97,-0.070,[Fe/H],0.405,3.82,,0.34003,,,
K2-70 b,K2-70,1,1,0,13.97896000,0.111200,2.890,0.258,8.70000,0.02740,M-R relationship,1.980000,,62.00,,89.145,2456984.443500,0,0.2600,0.107600,3.5200000,29.574869,0.02810,,,,,,,,5622.00,0.93,0.94,0.060,[Fe/H],-0.429,4.48,,2.39642,,,
K2-71 b,K2-71,1,1,0,6.98541000,0.055900,2.150,0.192,5.27000,0.01660,M-R relationship,2.910000,,13.40,,,2456987.378500,0,0.8800,0.291000,1.4100000,,0.04570,,,,,,,,4006.00,0.43,0.48,,,-1.519,4.85,,6.24198,,,
K2-72 b,K2-72,1,4,0,5.57721200,0.040000,1.080,0.096,1.28000,0.00403,M-R relationship,5.580000,0.110000,8.50,,89.150,2457010.376000,0,0.0000,0.109000,1.6700000,24.160000,0.02995,,,7.4900,,,,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,,
K2-72 c,K2-72,1,4,0,15.18903400,0.078000,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,0.110000,2.20,,89.540,2456989.465000,0,,,2.1500000,47.820000,0.03226,,,16.8300,,,,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,,
K2-72 d,K2-72,1,4,0,7.76017800,0.050000,1.010,0.090,1.01000,0.00317,M-R relationship,5.390000,0.110000,5.40,,89.260,2456984.788000,0,,,1.4500000,29.910000,0.02786,,,14.2800,,,,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,,
K2-72 e,K2-72,1,4,0,24.15886800,0.106000,1.290,0.115,2.21000,0.00696,M-R relationship,5.660000,0.110000,1.20,,89.680,2456987.054000,0,,,2.2500000,64.530000,0.03576,,,11.3900,,,,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,,
K2-73 b,K2-73,1,1,0,7.49543000,0.076190,2.450,0.219,6.57000,0.02070,M-R relationship,2.450000,,213.00,,88.443,2456987.674100,0,0.2800,0.058000,3.6200000,15.108184,0.02100,,,,,,,,5922.00,1.06,1.05,0.090,[Fe/H],0.076,4.41,,1.26589,,,-38.41
K2-74 b,K2-74,1,1,0,19.56660000,0.140200,2.310,0.206,5.95000,0.01870,M-R relationship,2.650000,,59.10,,88.920,2456997.999200,0,0.1500,0.081800,5.1200000,26.134571,0.02150,,,,,,,,6060.00,0.98,0.96,-0.210,[Fe/H],0.060,4.44,,1.46962,,,28.65
K2-75 b,K2-75,1,2,0,7.81420000,0.081000,2.670,0.238,7.61000,0.02390,M-R relationship,2.200000,,430.00,,87.413,2456983.451000,0,0.4200,0.039200,5.4800000,10.300000,0.01560,,,,,,,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,,4.37
K2-75 c,K2-75,1,2,0,18.31100000,0.142900,2.770,0.247,8.10000,0.02550,M-R relationship,2.090000,,138.00,,88.796,2456992.715000,0,0.5900,0.041000,6.4200000,21.419376,0.01620,,,,,,,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,,4.37
K2-77 b,K2-77,1,1,0,8.19979600,0.076000,2.300,0.205,603.87700,1.90000,Mass,,0.140000,58.00,,88.700,2457070.805960,0,0.4600,0.100700,2.4000000,23.200000,0.02780,,,1.0000,,,,,4970.00,0.76,0.80,0.290,[Fe/H],-0.500,4.47,0.850,2.50000,4.0000,19.80,7.35
K2-79 b,K2-79,1,1,0,10.99573000,0.098700,3.690,0.329,13.20000,0.04150,M-R relationship,1.440000,,186.00,,88.635,2457070.241000,0,,0.105000,4.4200000,18.100000,0.02610,,,,,,,,5926.00,1.28,1.06,0.200,[Fe/H],0.018,4.25,,0.54023,,,-10.63
K2-8 b,K2-8,1,2,0,10.35239000,0.085600,3.580,0.319,12.50000,0.03940,M-R relationship,1.500000,,37.70,631,86.420,2456813.611400,0,0.8800,0.147000,3.3620000,14.100000,0.04457,,,,,,,K3 V,4870.00,0.74,0.78,-0.020,[Fe/H],-0.553,4.52,,2.36326,2.0000,,
K2-8 c,K2-8,1,2,0,5.06416000,0.053200,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,,97.80,801,86.700,2456813.070700,0,0.7800,0.099300,2.0800000,13.500000,0.02990,,,,,,,K3 V,4870.00,0.74,0.78,-0.020,[Fe/H],-0.583,4.52,,2.36326,2.0000,,
K2-80 b,K2-80,1,3,0,19.09180000,0.135000,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,,32.50,,88.994,2457077.610000,0,,0.056200,4.4600000,29.258083,0.02100,,,,,,,,5441.00,0.87,0.90,0.070,[Fe/H],-0.432,4.52,,1.90744,,,16.78
K2-80 c,K2-80,1,3,0,5.60500000,0.059600,1.470,0.131,2.76000,0.00869,M-R relationship,4.770000,,166.00,,87.916,2457066.484200,0,,0.030100,2.6800000,12.500000,0.01540,,,,,,,,5441.00,0.87,0.90,0.070,[Fe/H],-0.432,4.52,,1.90744,,,16.78
K2-80 d,K2-80,1,3,0,28.86725300,,2.552,0.228,7.04000,0.02220,M-R relationship,2.330000,,,,89.397,2457082.937090,0,,0.086400,4.2240000,45.619404,0.02781,,,,,,,,5377.00,0.84,0.91,0.070,[Fe/H],-0.432,4.65,,1.90744,,,16.78
K2-81 b,K2-81,1,1,0,6.10232500,0.059000,1.970,0.176,4.54000,0.01430,M-R relationship,3.260000,0.060000,62.90,,89.290,2457070.440000,0,,0.107600,2.1500000,19.770000,0.02850,,,-27.8900,,,,,4674.13,0.63,0.75,,,-0.569,4.67,,2.51722,,,
K2-83 b,K2-83,1,2,0,2.74697000,0.030140,1.244,0.111,2.08000,0.00654,M-R relationship,5.940000,0.070000,41.50,,88.720,2457067.063300,0,,0.092000,1.6640000,12.590000,0.02680,,,-5.4300,,,,,3910.00,0.42,0.48,,,-1.204,4.86,,4.40180,,,
K2-83 c,K2-83,1,2,0,9.99767000,0.071310,1.483,0.132,2.80000,0.00882,M-R relationship,4.720000,0.060000,7.42,,89.510,2457066.270300,0,,0.146200,2.7700000,29.670000,0.03190,,,-19.3500,,,,,3910.00,0.42,0.48,,,-1.204,4.86,,4.40180,,,
K2-84 b,K2-84,1,2,0,6.42150000,0.066500,2.410,0.215,6.39000,0.02010,M-R relationship,2.510000,,178.00,,,2457071.421200,0,,0.081400,2.8100000,15.700000,0.02340,,,,,,,,5652.00,0.93,0.95,0.278,[M/H],-0.423,4.48,,2.29121,,,7.64
K2-84 c,K2-84,1,2,0,27.86000000,0.176800,2.030,0.181,4.78000,0.01500,M-R relationship,3.140000,,25.30,,,2457068.615000,0,,0.070400,4.6100000,42.900000,0.01980,,,,,,,,5652.00,0.93,0.95,0.278,[M/H],-0.423,4.48,,2.29121,,,7.64
K2-85 b,K2-85,1,1,0,0.68453300,0.012630,1.010,0.090,1.01000,0.00317,M-R relationship,5.390000,0.240000,479.00,,80.210,2457065.368460,0,,0.040000,0.7820000,4.300000,0.01790,,,67.5900,,,,,4268.00,0.51,0.57,-0.140,[Fe/H],-0.812,4.78,,2.35191,,,-3.94
K2-86 b,K2-86,1,1,0,8.77683000,0.077000,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,,78.00,,88.560,2457070.017300,0,,0.086500,2.7500000,5.760000,0.02340,,,,,,,,5482.00,0.76,0.79,-0.350,[Fe/H],-0.386,4.58,,2.16081,,,122.52
K2-87 b,K2-87,1,1,0,9.72661800,0.094000,7.600,0.678,44.90000,0.14100,M-R relationship,0.562000,,85.00,979,87.740,2457072.302320,0,0.5700,0.269200,4.5600000,14.400000,0.05000,,,,,,,,5747.00,1.40,1.16,0.328,[Fe/H],-0.098,4.21,,0.59000,,,
K2-88 b,K2-88,1,1,0,4.61220000,0.034500,1.230,0.110,2.04000,0.00642,M-R relationship,6.020000,0.260000,7.80,,87.750,2457066.219400,0,,0.219400,1.0390000,19.980000,0.04360,,,72.0200,,,,,3537.00,0.26,0.26,,,-1.545,5.02,,7.18129,,,
K2-89 b,K2-89,1,1,0,1.09602600,0.014620,0.615,0.055,0.17000,0.00053,M-R relationship,4.020000,0.150000,78.00,,85.770,2457066.006600,0,,0.034600,0.8950000,7.360000,0.01760,,,51.2900,,,,,3691.00,0.32,0.35,,,-1.327,4.96,,4.89287,,,15.33
K2-9 b,K2-9,1,1,0,18.44980000,0.091000,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,,1.36,314,87.983,2456822.671200,0,0.9261,0.399000,2.8397000,26.300000,0.06669,,,,,,,M2.5 V,3390.00,0.31,0.30,-0.250,[Fe/H],-1.921,4.82,1.000,9.88000,,,-31.02
K2-90 b,K2-90,1,2,0,13.73331400,0.096000,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,0.070000,10.20,502,89.240,2457078.661120,0,0.4400,0.158200,2.9520000,33.400000,0.03800,,,16.4000,,,,,4484.00,0.62,0.63,-0.225,[Fe/H],-0.953,4.65,,3.74000,,,19.16
K2-90 c,K2-90,1,2,0,2.90070600,0.035000,1.300,0.116,2.24000,0.00705,M-R relationship,5.600000,0.190000,80.80,,86.940,2457066.740000,0,,0.038900,1.3032000,12.020000,0.01873,,,56.7600,,,,,4421.98,0.63,0.70,-0.038,[M/H],-0.953,4.79,,3.30792,,,19.16
K2-91 b,K2-91,1,1,0,1.41954900,0.016400,1.100,0.098,1.37000,0.00430,M-R relationship,5.660000,0.090000,46.00,,88.620,2457065.431900,0,,0.156500,0.9450000,11.190000,0.03520,,,-23.3600,,,,,3622.00,0.28,0.29,,,-1.841,5.00,,10.36688,,,
K2-95 b,K2-95,1,1,0,10.13401600,0.069600,3.880,0.346,14.30000,0.04510,M-R relationship,1.350000,0.160000,,383,90.000,2457150.878370,0,0.8300,0.527600,2.6400000,18.270000,0.08530,,,-2.0000,6.800,,,M3.0,3548.00,0.42,0.44,-0.030,[Fe/H],-1.635,4.84,0.790,1.12000,2.6000,23.90,35.85
K2-97 b,K2-97,1,1,0,8.40672600,0.086000,10.610,0.947,152.55840,0.48000,Mass,0.702000,0.220000,,1499,85.854,2457142.049770,0,0.4400,0.068000,6.0720000,10.160000,0.02180,,,,103.000,,,,4717.00,4.47,1.20,0.330,[Fe/H],0.919,3.22,7.800,0.27900,2.8000,,17.09
K2-98 b,K2-98,1,1,0,10.13644800,0.097400,5.200,0.464,32.20000,0.10131,Mass,2.150000,0.000000,,1092,89.000,2457145.982300,0,0.3300,0.104300,5.0300000,15.090000,0.03040,,,,9.100,,,F8 V,6172.00,1.57,1.20,-0.060,[Fe/H],0.504,4.13,5.200,0.63300,6.1000,,76.75
K2-99 b,K2-99,1,1,0,18.25198500,0.159700,11.730,1.046,308.29510,0.97000,Mass,1.050000,0.190000,,1113,87.700,2457233.823660,0,0.3900,0.193000,11.4960000,12.010000,0.04080,,,8.0000,56.000,,,G0 IV,6217.00,2.63,1.63,0.210,[Fe/H],0.961,3.81,2.400,0.09900,9.3000,,-2.08
KELT-1 b,KELT-1,1,1,0,1.21751400,0.024660,12.442,1.110,8654.15000,27.23000,Mass,24.700000,0.009900,,,87.800,2455914.162800,0,0.2320,0.608600,2.7645600,3.600000,0.07742,0.141800,2455914.070000,61.0000,,2.00,,,6518.00,1.46,1.32,0.131,[M/H],0.542,4.25,,0.62059,56.0000,,-14.20
