pl_name,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
EPIC 220554210 c,1,2,0,0.70531000,,1.480,0.132,2.79000,0.00879,4.730000,,,,0,5523.00,1.01,0.94,0.150,-0.215,4.47,,1.44200,,,
EPIC 220674823 b,1,2,0,0.57133100,0.013400,1.820,0.162,7.72000,0.02429,8.500000,0.000000,4293.00,2119,0,5617.00,0.98,0.97,0.130,-0.119,4.45,5.000,1.35000,2.6200,,-15.86
EPIC 220674823 c,1,2,0,13.33907900,0.109100,2.730,0.244,5.80000,0.01825,2.000000,0.180000,64.00,741,0,5617.00,0.98,0.97,0.130,-0.119,4.45,5.000,1.35000,2.6200,,-15.86
EPIC 246851721 b,2,1,0,6.18023500,0.072290,11.781,1.051,953.49000,3.00000,3.100000,,642.00,1401,0,6202.00,1.59,1.32,0.141,0.526,4.16,3.020,0.46500,74.9200,,36.85
EPIC 248847494 b,1,1,0,3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,,0.000000,0.19,183,0,4898.00,2.70,0.90,-0.230,0.548,3.52,,0.06400,,,30.58
EPIC 249893012 b,1,3,0,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,6.390000,0.060000,1037.00,1616,0,5430.00,1.71,1.05,0.200,0.356,3.99,9.000,0.29800,2.1000,41.00,22.36
EPIC 249893012 c,1,3,0,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,1.620000,0.070000,160.00,990,0,5430.00,1.71,1.05,0.200,0.356,3.99,9.000,0.29800,2.1000,41.00,22.36
EPIC 249893012 d,1,3,0,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,0.910000,0.150000,53.00,752,0,5430.00,1.71,1.05,0.200,0.356,3.99,9.000,0.29800,2.1000,41.00,22.36
FU Tau b,1,1,0,,800.000000,12.200,1.090,5085.28000,16.00000,15.400000,,,2375,0,2838.00,,0.05,,-0.699,,0.001,,,,
G 9-40 b,1,1,0,5.74600700,0.038500,2.025,0.181,4.76000,0.01500,3.150000,0.000000,7.20,456,0,3348.00,0.31,0.29,0.040,-1.971,4.93,9.900,14.11000,2.0000,29.85,14.65
GJ 1061 b,1,3,0,3.20400000,0.021000,1.100,0.098,1.37000,0.00431,5.660000,0.310000,3.80,,0,2953.00,0.16,0.12,-0.080,-2.770,5.16,7.000,47.56190,2.5000,,1.06
GJ 1061 c,1,3,0,6.68900000,0.035000,1.180,0.105,1.74000,0.00547,5.820000,0.290000,1.40,,0,2953.00,0.16,0.12,-0.080,-2.770,5.16,7.000,47.56190,2.5000,,1.06
GJ 1061 d,1,3,0,13.03100000,0.054000,1.160,0.103,1.64000,0.00516,5.770000,0.530000,0.60,,0,2953.00,0.16,0.12,-0.080,-2.770,5.16,7.000,47.56190,2.5000,,1.06
GJ 1132 b,1,2,0,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,6.300000,0.220000,,529,0,3270.00,0.21,0.18,-0.120,-2.359,4.88,5.000,15.40000,2.0000,122.30,35.08
GJ 1132 c,1,2,0,8.92900000,0.047600,1.430,0.128,2.64000,0.00831,4.960000,0.270000,,300,0,3270.00,0.21,0.18,-0.120,-2.359,5.02,5.000,23.78462,2.0000,122.30,35.08
GJ 1148 b,1,2,0,41.38000000,0.166000,11.900,1.070,96.70000,0.30425,0.315000,0.380000,,,0,3287.00,0.36,0.34,0.160,-1.869,4.87,,10.52554,,,-9.10
GJ 1148 c,1,2,0,532.58000000,0.912000,9.710,0.866,68.06000,0.21414,0.409000,0.342000,,,0,3287.00,0.36,0.34,0.160,-1.869,4.87,,10.52554,,,-9.10
GJ 1151 b,1,1,0,2.01800000,0.017350,1.390,0.124,2.50000,0.00787,5.120000,0.000000,,,0,3114.00,0.20,0.17,,-2.463,5.06,,29.34709,,,
GJ 1214 b,1,1,0,1.58040456,0.014110,2.847,0.254,6.26125,0.01970,1.490000,0.000000,,547,0,3026.00,0.22,0.15,0.390,-2.312,4.94,3.000,26.20204,2.0000,,-21.10
GJ 1252 b,1,1,0,0.51823490,0.009160,1.193,0.106,2.09000,0.00658,6.760000,0.000000,,1089,0,3458.00,0.39,0.38,0.100,-1.708,4.89,,8.99304,,64.00,7.48
GJ 1265 b,1,1,0,3.65110000,0.026000,2.630,0.234,7.40000,0.02328,2.240000,0.040000,,,0,3236.00,0.19,0.18,-0.040,-2.439,5.09,,,2.0000,70.00,-24.30
GJ 143 b,1,2,0,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,7.000000,0.188000,4.12,422,0,4640.00,0.69,0.73,0.003,-0.686,4.61,3.800,3.03000,,,59.46
GJ 15 A b,2,2,1,11.44070000,0.072000,1.550,0.139,3.03000,0.00953,4.470000,0.094000,,550,0,3607.00,0.38,0.38,-0.340,-1.655,4.87,,8.37411,1.0900,,11.30
GJ 15 A c,2,2,0,7600.00000000,5.400000,6.670,0.595,36.00000,0.11327,0.667000,0.270000,,,0,3607.00,0.38,0.38,-0.340,-1.655,4.87,,8.37411,1.0900,,11.30
GJ 160.2 b,1,1,0,5.23540000,0.053000,3.170,0.283,10.20000,0.03209,1.760000,0.060000,,,0,4347.00,0.66,0.69,,-0.796,4.61,,3.12966,,43.60,24.87
GJ 163 b,1,3,0,8.63182000,0.060700,3.250,0.290,10.60000,0.03335,1.700000,0.073000,,,0,3500.00,0.41,0.40,0.100,-1.708,4.82,6.000,8.24778,,,58.60
GJ 163 c,1,3,0,25.63058000,0.125400,2.500,0.223,6.80000,0.02140,2.390000,0.099000,,,0,3500.00,0.41,0.40,0.100,-1.708,4.82,6.000,8.24778,,,58.60
GJ 163 d,1,3,0,603.95116000,1.030400,5.920,0.528,29.40000,0.09250,0.779000,0.373000,,,0,3500.00,0.41,0.40,0.100,-1.708,4.82,6.000,8.24778,,,58.60
GJ 179 b,1,1,0,2288.00000000,2.410000,13.900,1.240,260.61000,0.82000,0.533000,0.210000,,,0,3370.00,0.38,0.36,0.300,-1.796,4.83,,9.67547,1.5000,,
GJ 180 b,1,3,0,17.13300000,0.092000,2.430,0.217,6.49000,0.02042,2.490000,0.070000,,,0,3371.00,0.41,0.43,,-1.886,4.81,,8.12507,,,-15.07
GJ 180 c,1,3,0,24.32900000,0.129000,2.410,0.215,6.40000,0.02014,2.510000,0.090000,,,0,3371.00,0.41,0.43,,-1.886,4.81,,8.12507,,,-15.07
GJ 180 d,1,3,0,106.30000000,0.309000,2.660,0.237,7.56000,0.02379,2.210000,0.140000,,,0,3811.50,0.41,0.43,,-1.609,4.81,,8.12507,,,-15.07
GJ 2056 b,1,1,0,69.97100000,0.283000,4.170,0.372,16.20000,0.05097,1.230000,0.720000,,,0,4069.95,0.71,0.62,,-0.905,4.48,,2.07397,,,41.62
GJ 229 A c,2,2,0,121.99500000,0.339000,2.600,0.232,7.26800,0.02287,2.270000,0.190000,,,0,3912.54,0.46,0.58,,-1.222,4.69,0.400,4.64116,1.0000,,4.02
GJ 229 b,2,2,0,526.11500000,0.898000,2.850,0.254,8.47800,0.02667,2.010000,0.100000,,,0,3564.00,0.46,0.58,,-1.553,4.69,0.400,4.64116,1.0000,,4.02
GJ 251 b,1,1,0,14.23800000,0.081800,1.830,0.163,4.00000,0.01259,3.590000,0.100000,2.53,351,0,3451.00,0.36,0.36,-0.030,-1.772,4.96,,10.05319,2.0000,122.10,22.65
GJ 27.1 b,1,1,0,15.81900000,0.101000,3.660,0.327,13.00000,0.04090,1.460000,0.080000,,,0,3542.00,0.52,0.53,,-1.585,4.72,,5.21124,,,11.85
GJ 273 b,1,2,0,18.64980000,0.091101,1.510,0.135,2.89000,0.00909,4.610000,0.100000,1.06,,0,3382.00,0.29,0.29,0.090,-2.056,4.91,,13.19438,,99.00,18.41
GJ 273 c,1,2,0,4.72340000,0.036467,1.060,0.094,1.18000,0.00371,5.440000,0.170000,6.66,,0,3382.00,0.29,0.29,0.090,-2.056,4.91,,13.19438,,99.00,18.41
GJ 3021 b,2,1,0,133.71000000,0.490000,13.100,1.170,1071.04000,3.37000,2.620000,0.511000,,350,0,5540.00,0.90,0.90,0.100,-0.180,4.70,0.370,2.00940,5.5000,,-5.81
GJ 3082 b,1,1,0,11.94900000,0.079000,2.790,0.249,8.20000,0.02580,2.070000,0.220000,,,0,3910.00,0.47,0.47,,-1.463,4.77,,6.47822,,,6.33
GJ 3138 b,1,3,0,1.22003000,0.019700,1.180,0.106,1.78000,0.00560,5.950000,0.190000,118.10,,0,3717.00,0.50,0.68,-0.300,-1.347,4.63,,3.47127,,42.50,13.60
GJ 3138 c,1,3,0,5.97400000,0.057000,1.880,0.167,4.18000,0.01315,3.460000,0.110000,13.90,,0,3717.00,0.50,0.68,-0.300,-1.347,4.63,,3.47127,,42.50,13.60
GJ 3138 d,1,3,0,257.80000000,0.698000,3.230,0.288,10.50000,0.03304,1.710000,0.320000,0.10,,0,3717.00,0.50,0.68,-0.300,-1.347,4.63,,3.47127,,42.50,13.60
GJ 317 b,1,2,0,695.66000000,1.151000,13.300,1.180,794.50000,2.50000,1.860000,0.070000,,,0,3492.73,0.43,0.42,0.301,-1.687,4.82,5.000,7.64772,,,87.80
GJ 317 c,1,2,0,6739.32300000,5.230000,13.500,1.200,522.50000,1.64396,1.170000,0.170000,,,0,3492.73,0.43,0.42,0.301,-1.687,4.82,5.000,7.64772,,,87.80
GJ 328 b,1,1,0,4100.00000000,4.500000,13.300,1.190,731.00000,2.30000,1.710000,0.370000,,,0,3900.00,0.65,0.69,0.000,-0.993,4.61,,3.21063,,,
GJ 3293 b,1,4,0,30.59870000,0.143390,5.190,0.463,23.54000,0.07406,0.925000,0.060000,1.07,,0,3466.00,0.40,0.42,0.020,-1.658,4.78,,6.89996,,41.00,13.30
GJ 3293 c,1,4,0,122.61960000,0.361750,4.870,0.434,21.09000,0.06636,1.000000,0.110000,0.17,,0,3466.00,0.40,0.42,0.020,-1.658,4.78,,6.89996,,41.00,13.30
GJ 3293 d,1,4,0,48.13450000,0.193940,2.670,0.238,7.60000,0.02391,2.190000,0.120000,0.59,,0,3466.00,0.40,0.42,0.020,-1.658,4.78,,6.89996,,41.00,13.30
GJ 3293 e,1,4,0,13.25430000,0.082080,1.630,0.145,3.28000,0.01032,4.160000,0.210000,3.34,,0,3466.00,0.40,0.42,0.020,-1.658,4.78,,6.89996,,41.00,13.30
GJ 3323 b,1,2,0,5.36360000,0.032820,1.230,0.109,2.02000,0.00636,5.960000,0.230000,2.58,,0,3159.00,0.12,0.16,-0.270,-2.569,,,,,33.00,42.45
GJ 3323 c,1,2,0,40.54000000,0.126400,1.320,0.118,2.31000,0.00727,5.520000,0.170000,0.17,,0,3159.00,0.12,0.16,-0.270,-2.569,,,,,33.00,42.45
GJ 3341 b,1,1,0,14.20700000,0.089000,2.460,0.219,6.60000,0.02080,2.440000,0.310000,,,0,3526.00,0.44,0.47,-0.090,-1.538,4.77,,6.49365,,,47.80
GJ 338 B b,2,1,0,24.45000000,0.141000,3.190,0.284,10.27000,0.03231,1.740000,0.110000,,391,0,4005.00,0.58,0.64,-0.030,-1.101,4.68,4.000,4.04454,2.3000,16.61,11.80
GJ 3470 b,1,1,0,3.33664960,0.035500,4.570,0.408,13.90000,0.04373,0.800000,0.017000,,594,0,3600.00,0.55,0.54,0.200,-1.538,4.70,1.650,3.30000,,21.54,26.52
GJ 3473 b,2,2,0,1.19800350,0.015890,1.264,0.113,1.86000,0.00585,5.030000,0.000000,59.40,773,0,3347.00,0.36,0.36,0.110,-1.824,4.81,,10.93000,2.0000,168.30,-1.10
GJ 3473 c,2,2,0,15.50900000,0.087600,2.630,0.235,7.41000,0.02331,2.240000,0.000000,1.95,329,0,3347.00,0.36,0.36,0.110,-1.824,4.81,,10.93000,2.0000,168.30,-1.10
GJ 3512 b,1,1,0,203.59000000,0.338000,14.300,1.270,147.15529,0.46300,0.277000,0.435600,,,0,3081.00,0.14,0.12,-0.070,-2.804,5.16,5.500,47.47816,,87.00,
GJ 357 b,1,3,0,3.93072000,0.035000,1.217,0.109,1.84000,0.00579,5.600000,,12.60,525,0,3505.00,0.34,0.34,-0.120,-1.798,4.94,,13.60000,2.0000,,-34.60
GJ 357 c,1,3,0,9.12470000,0.061000,1.660,0.148,3.40000,0.01070,4.080000,,4.45,401,0,3505.00,0.34,0.34,-0.120,-1.798,4.94,,13.60000,2.0000,,-34.60
GJ 357 d,1,3,0,55.66100000,0.204000,2.340,0.209,6.10000,0.01919,2.620000,,0.38,220,0,3505.00,0.34,0.34,-0.120,-1.798,4.94,,13.60000,2.0000,,-34.60
GJ 3634 b,1,1,0,2.64561000,0.028700,2.830,0.253,8.40000,0.02600,2.040000,0.080000,,,0,3517.00,0.43,0.45,,-1.699,4.78,5.000,6.74048,1.0000,,5.19
GJ 3779 b,1,1,0,3.02320000,0.026000,2.750,0.245,8.00000,0.02517,2.110000,0.070000,,,0,3324.00,0.28,0.27,0.000,-2.062,5.05,,16.23344,2.0000,95.00,-19.36
GJ 3942 b,1,1,0,6.90500000,0.060800,2.570,0.229,7.14000,0.02246,2.310000,0.121000,,590,0,3867.00,0.61,0.63,-0.040,-1.120,4.65,,4.16712,1.6700,,-19.37
GJ 3998 b,1,2,0,2.64977000,0.029000,1.380,0.123,2.47000,0.00777,5.160000,0.000000,,,0,3722.00,0.49,0.50,-0.160,-1.387,4.77,,5.18823,0.9300,,-44.81
GJ 3998 c,1,2,0,13.74000000,0.089000,2.380,0.212,6.26000,0.01970,2.550000,0.049000,,,0,3722.00,0.49,0.50,-0.160,-1.387,4.77,,5.18823,0.9300,,-44.81
GJ 411 b,1,2,0,12.94600000,0.078900,1.450,0.129,2.69000,0.00846,4.850000,0.120000,3.13,370,0,3601.00,0.39,0.39,-0.090,-1.710,4.87,,9.60131,2.0000,56.15,-85.02
GJ 414 A b,2,2,0,50.80000000,0.232400,2.630,0.235,7.60000,0.02391,2.300000,0.450000,,309,0,4120.00,0.68,0.65,0.240,-0.924,4.65,12.400,2.15240,3.0000,,-17.20
GJ 414 A c,2,2,0,749.83000000,1.400000,8.400,0.749,53.83000,0.16937,0.499000,0.105000,,125,0,4120.00,0.68,0.65,0.240,-0.924,4.65,12.400,2.15240,3.0000,,-17.20
GJ 422 b,1,1,0,20.12900000,0.111000,3.330,0.297,11.07000,0.03483,1.650000,0.110000,,,0,3323.00,0.37,0.35,,-1.959,4.85,,9.92794,,,
GJ 4276 b,1,1,0,13.35200000,0.082000,4.220,0.377,16.57000,0.05213,1.210000,0.370000,,,0,3387.00,0.41,0.41,0.120,-1.706,4.97,6.900,8.27661,2.0000,64.30,
GJ 433 b,1,3,0,7.37050000,0.062000,2.330,0.208,6.04300,0.01901,2.630000,0.040000,,,0,3461.00,0.50,0.48,-0.170,-1.699,4.81,,6.36665,,,17.53
GJ 433 c,1,3,0,5094.10500000,4.819000,6.270,0.560,32.42200,0.10201,0.723000,0.120000,,,0,3472.00,0.47,0.48,-0.170,-1.699,4.76,,6.36665,,,17.53
GJ 433 d,1,3,0,36.05900000,0.178000,2.140,0.191,5.22300,0.01643,2.930000,0.070000,,,0,3461.00,0.47,0.48,-0.170,-1.475,4.76,,6.36665,,,17.53
GJ 436 b,1,1,0,2.64388312,0.029100,4.170,0.372,22.10000,0.07000,1.800000,0.138270,,686,0,3586.11,0.46,0.47,0.099,-1.585,4.79,6.000,7.00000,0.3300,44.09,9.60
GJ 480 b,1,1,0,9.56700000,0.068000,3.690,0.330,13.20000,0.04153,1.440000,0.100000,,,0,3381.00,0.46,0.45,,-1.612,4.78,,6.73991,,,
GJ 486 b,1,1,0,1.46711900,0.017340,1.305,0.116,2.82000,0.00887,7.000000,0.050000,40.30,701,0,3340.00,0.33,0.32,0.070,-1.917,4.89,,12.10824,,130.10,19.10
GJ 504 b,1,1,0,,43.500000,13.000,1.160,1271.30000,4.00000,3.180000,,,510,0,6234.00,1.26,1.22,0.280,0.332,4.60,0.160,0.63882,5.4700,3.33,-27.40
GJ 536 b,1,1,0,8.70760000,0.066610,2.170,0.194,5.36000,0.01686,2.880000,0.080000,,,0,3685.00,0.50,0.52,-0.080,-1.377,4.75,0.400,5.44450,1.2000,45.39,-25.62
GJ 581 b,1,3,0,5.36860000,0.040610,4.110,0.366,15.80000,0.04970,1.250000,0.000000,,,0,3396.00,0.33,0.31,-0.088,-1.885,4.89,4.300,12.22384,2.1000,,-9.21
GJ 581 c,1,3,0,12.91400000,0.072100,2.210,0.197,5.50000,0.01730,2.800000,0.000000,,,0,3396.00,0.33,0.31,-0.088,-1.885,4.89,4.300,12.22384,2.1000,,-9.21
GJ 581 e,1,3,0,3.14900000,0.028150,1.170,0.104,1.70000,0.00530,5.830000,0.000000,,,0,3396.00,0.33,0.31,-0.088,-1.885,4.89,4.300,12.22384,2.1000,,-9.21
GJ 625 b,1,1,0,14.62800000,0.078361,1.490,0.133,2.82000,0.00887,4.680000,0.130000,,,0,3499.00,0.31,0.30,-0.380,-1.894,4.94,,11.72633,0.2000,77.80,-12.85
GJ 649 b,1,1,0,598.30000000,1.135000,12.500,1.110,104.24400,0.32800,0.293000,0.300000,,,0,3700.00,0.50,0.54,0.080,-1.365,4.76,0.440,5.25992,,,3.57
GJ 667 C b,3,5,0,7.20040000,0.050500,2.230,0.199,5.60000,0.01800,2.770000,0.130000,,,0,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,,,6.50
GJ 667 C c,3,5,0,28.14000000,0.125000,1.770,0.158,3.80000,0.01200,3.770000,0.020000,,,0,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,,,6.50
GJ 667 C e,3,5,1,62.24000000,0.213000,1.450,0.129,2.70000,0.00800,4.870000,0.020000,,,0,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,,,6.50
GJ 667 C f,3,5,1,39.02600000,0.156000,1.450,0.129,2.70000,0.00800,4.870000,0.030000,,,0,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,,,6.50
GJ 667 C g,3,5,1,256.20000000,0.549000,1.990,0.177,4.60000,0.01400,3.210000,0.080000,,,0,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,,,6.50
GJ 674 b,1,1,0,4.69380000,0.039000,3.330,0.297,11.09000,0.03500,1.650000,0.200000,,,0,3600.00,0.36,0.35,-0.280,-1.796,4.86,0.550,10.21003,1.0000,,
GJ 676 A b,2,4,0,1056.80005000,1.820000,12.700,1.130,2129.46100,6.70000,5.710000,0.330000,,,0,3734.00,0.69,0.73,0.080,-1.043,4.62,,3.23229,1.6000,,-39.04
GJ 676 A c,2,4,0,7337.00000000,6.600000,12.700,1.130,2161.24400,6.80000,5.800000,,,,0,4006.03,0.65,0.63,0.230,-1.043,4.61,,3.23229,1.6000,,-39.04
GJ 676 A d,2,4,0,3.60050000,0.041300,1.930,0.173,4.40000,0.01400,3.360000,0.262000,,,0,4006.03,0.65,0.71,0.230,-1.043,4.61,,3.23229,1.6000,,-39.04
GJ 676 A e,2,4,0,35.39000000,0.187000,2.770,0.247,8.10000,0.02500,2.090000,0.125000,,,0,4006.03,0.65,0.71,0.230,-1.043,4.61,,3.23229,1.6000,,-39.04
GJ 682 b,1,2,0,17.47800000,0.080000,1.930,0.173,4.40000,0.01384,3.360000,0.080000,,,0,3028.00,0.30,0.27,,-2.699,4.93,,14.59297,,,
GJ 682 c,1,2,0,57.32000000,0.176000,2.890,0.258,8.70000,0.02737,1.980000,0.100000,,,0,3028.00,0.30,0.27,,-2.699,4.93,,14.59297,,,
GJ 685 b,1,1,0,24.16000000,0.134400,2.950,0.263,9.00000,0.02832,1.930000,0.000000,,,0,3816.00,0.54,0.55,-0.150,-1.253,4.72,,4.44737,1.3300,18.15,-15.72
GJ 687 b,1,2,0,38.14200000,0.163000,4.320,0.385,17.20000,0.05412,1.170000,0.170000,,,0,3413.00,0.42,0.40,0.063,-1.672,4.86,,8.37834,,,-28.80
GJ 687 c,1,2,0,727.56200000,1.165000,4.140,0.369,16.00000,0.05034,1.240000,0.400000,,,0,3413.00,0.42,0.40,0.063,-1.672,4.82,,8.37834,,,-28.80
GJ 740 b,1,1,0,2.37756000,0.029000,1.530,0.137,2.96000,0.00931,4.540000,0.240000,79.00,829,0,3913.00,0.56,0.58,0.080,-1.206,4.68,,4.01176,0.9200,35.56,9.50
GJ 832 b,1,2,0,3657.00000000,3.560000,14.000,1.250,216.00000,0.68000,0.433000,0.080000,,,0,3472.00,0.44,0.45,-0.300,-1.585,4.70,9.240,7.16403,,,12.52
GJ 832 c,1,2,0,35.68000000,0.163000,2.180,0.195,5.40000,0.01700,2.860000,0.180000,,,0,3472.00,0.44,0.45,-0.300,-1.585,4.70,9.240,7.16403,,,12.52
GJ 849 b,1,2,0,1915.00000000,2.409000,13.900,1.240,286.04557,0.90000,0.585000,0.038000,,,0,3562.68,0.47,0.49,0.220,-1.583,4.77,3.000,6.51372,1.0000,,-15.30
GJ 849 c,1,2,0,7068.00000000,4.974000,14.000,1.250,223.11554,0.70200,0.447000,0.099000,,,0,3562.68,0.47,0.49,0.220,-1.583,4.79,3.000,6.51372,1.0000,,-15.30
GJ 86 b,2,1,0,15.76491000,0.110000,12.900,1.150,1404.80860,4.42000,3.600000,0.040000,,,0,5182.00,0.77,0.93,-0.220,-0.390,4.63,11.300,2.51158,2.3700,30.00,55.23
GJ 876 b,1,4,0,61.11660000,0.208317,13.300,1.190,723.22350,2.27560,1.690000,0.032400,,,0,3293.74,0.30,0.32,0.213,-1.907,4.87,1.000,10.86557,0.1600,,-1.60
GJ 876 c,1,4,0,30.08810000,0.129590,14.000,1.250,226.98460,0.71420,0.455000,0.255910,,,0,3293.74,0.30,0.32,0.213,-1.907,4.87,1.000,10.86557,0.1600,,-1.60
GJ 876 d,1,4,0,1.93778000,0.020807,2.510,0.224,6.83000,0.02100,2.370000,0.207000,,,0,3293.74,0.30,0.32,0.213,-1.907,4.87,1.000,10.86557,0.1600,,-1.60
GJ 876 e,1,4,0,124.26000000,0.334300,3.920,0.350,14.60000,0.04600,1.330000,0.055000,,,0,3271.00,0.30,0.32,0.213,-1.907,4.87,1.000,10.86557,0.1600,,-1.60
GJ 887 b,1,2,0,9.26200000,0.068000,1.880,0.168,4.20000,0.01321,3.470000,0.000000,7.95,468,0,3688.00,0.47,0.49,-0.060,-1.434,4.78,2.880,6.05563,2.5000,,8.17
GJ 887 c,1,2,0,21.78900000,0.120000,2.670,0.238,7.60000,0.02391,2.190000,,2.56,352,0,3688.00,0.47,0.49,-0.060,-1.434,4.78,2.880,6.05563,2.5000,,8.17
GJ 9066 b,1,2,0,241.88300000,0.403000,6.100,0.544,30.90000,0.09722,0.748000,0.180000,,,0,3305.00,0.18,0.15,,-2.566,5.10,,36.04136,,,
GJ 9066 c,1,2,0,767.88700000,0.870000,10.000,0.892,71.60000,0.22528,0.393000,0.330000,,,0,3305.00,0.18,0.15,,-2.566,5.10,,36.04136,,,
GJ 96 b,1,1,0,73.94000000,0.291000,4.670,0.417,19.66000,0.06186,1.060000,0.440000,,,0,3785.00,0.58,0.60,0.140,-1.052,4.67,,4.11988,,29.60,-38.47
GJ 9827 b,1,3,0,1.20898190,0.018800,1.577,0.141,4.91000,0.01545,6.930000,0.000000,315.00,1044,0,4340.00,0.60,0.61,-0.260,-0.942,4.66,10.000,3.97000,2.0000,28.72,
GJ 9827 c,1,3,0,3.64809570,0.039250,1.241,0.111,0.84000,0.00264,2.420000,0.000000,72.00,722,0,4340.00,0.60,0.61,-0.260,-0.942,4.66,10.000,3.76000,2.0000,28.72,
GJ 9827 d,1,3,0,6.20146980,0.055910,2.022,0.180,4.04000,0.01271,2.690000,0.000000,35.60,605,0,4340.00,0.60,0.61,-0.260,-0.942,4.66,10.000,3.76000,2.0000,28.72,
GQ Lup b,1,1,0,,100.000000,33.600,3.000,6356.00000,20.00000,0.921000,,,2650,0,4360.00,1.94,0.70,-0.350,-0.072,3.65,0.001,,6.3300,,
GSC 06214-00210 b,1,1,0,,320.000000,20.176,1.800,5000.00000,16.00000,3.350000,,,2300,0,4200.00,0.90,0.90,-0.060,-0.420,4.37,0.005,1.32072,4.2400,,-4.59
GU Psc b,1,1,0,,2000.000000,14.179,1.265,3591.30000,11.30000,6.920000,,,1050,0,4031.81,0.45,0.33,0.100,-1.602,4.78,0.100,6.89528,23.0000,,-1.60
Gl 378 b,1,1,0,3.82200000,0.039435,3.660,0.327,13.02000,0.04097,1.460000,0.109000,,830,0,3879.00,0.56,0.56,0.060,-1.222,4.69,,4.44497,,,-9.70
Gl 49 b,2,1,0,13.85080000,0.090500,2.240,0.200,5.63000,0.01771,2.750000,0.363000,,,0,3805.00,0.51,0.52,0.130,-1.306,4.69,,4.79974,2.0000,18.86,-5.78
Gl 686 b,1,1,0,15.53000000,0.091000,2.460,0.220,6.62400,0.02084,2.450000,0.050000,,379,0,3656.00,0.43,0.43,-0.230,-1.530,4.87,,7.14549,2.4900,38.73,-10.09
HAT-P-1 b,2,1,0,4.46529976,0.055610,14.785,1.319,166.86075,0.52500,0.282000,0.000000,,1322,0,5980.00,1.17,1.15,0.130,0.225,4.36,3.600,0.90800,2.2000,,-2.98
HAT-P-11 b,1,2,0,4.88780244,0.052540,4.360,0.389,26.69772,0.08400,1.680000,0.218000,100.77,838,0,4780.00,0.68,0.81,0.310,-0.567,4.66,6.500,3.70008,1.5000,29.20,-63.24
HAT-P-11 c,1,2,0,3407.00000000,4.130000,13.300,1.190,731.00900,2.30000,1.710000,0.601000,,,0,4780.00,0.68,0.81,0.310,-0.564,4.66,6.500,3.70008,1.5000,29.20,-63.24
HAT-P-12 b,1,1,0,3.21305980,0.038400,10.749,0.959,67.05900,0.21100,0.319200,0.000000,,963,0,4650.00,0.70,0.73,-0.290,-0.678,4.61,2.500,2.20500,0.5000,,-40.51
HAT-P-13 b,1,2,0,2.91625000,0.043830,14.258,1.272,270.46200,0.85100,0.362000,0.013300,,1740,1,5653.00,1.76,1.32,0.460,0.346,4.13,5.000,0.23563,1.6600,,14.69
HAT-P-13 c,1,2,0,446.27000000,1.258000,12.300,1.100,4538.42100,14.28000,13.400000,0.661600,,340,0,5653.00,1.76,1.32,0.460,0.346,4.13,5.000,0.23563,1.6600,,14.69
HAT-P-14 b,2,1,0,4.62767000,0.059600,15.917,1.420,1093.33520,3.44000,1.560000,0.110000,,1624,0,6600.00,1.82,2.65,0.110,0.644,4.25,1.600,0.62000,8.1800,,-20.81
HAT-P-15 b,1,1,0,10.86350000,0.096500,11.882,1.060,616.59020,1.94000,1.960000,0.190000,,904,0,5568.00,1.07,1.00,0.220,0.000,4.38,6.800,1.14000,2.0000,,31.23
HAT-P-16 b,3,1,0,2.77596000,0.041300,14.448,1.289,1332.60500,4.19300,2.420000,0.036000,,1626,0,6158.00,1.24,1.22,0.170,0.294,4.34,2.000,1.10400,3.5000,,-16.83
HAT-P-17 b,1,2,0,10.33852000,0.088200,11.769,1.050,184.34140,0.58000,0.640000,0.350000,,792,0,5246.00,0.87,0.99,0.000,-0.289,4.53,7.800,2.08000,0.3000,,20.13
HAT-P-17 c,1,2,0,5584.00000000,5.600000,13.100,1.170,1080.60000,3.40000,2.640000,0.390000,,,0,5336.96,0.84,0.92,0.051,-0.289,4.55,7.800,2.19868,0.3000,,20.13
HAT-P-18 b,1,1,0,5.50802300,0.055900,11.153,0.995,62.61000,0.19700,0.250000,0.084000,,852,0,4803.00,0.75,0.77,0.100,-0.569,4.57,12.400,2.94000,0.5000,,-11.92
